longitude,latitude,lacounty:ain,streetnumber,streetname,addr:unit,postcode,city,source
-118.3310124,33.35473715,,50,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.331269,33.35368878,,51,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235195,33.34030411,7480050027,51,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308133,33.35505453,,51,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309538,33.35469929,,51,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308239,33.35366297,,52,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235669,33.34033373,7480050028,52,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235669,33.34033373,7480050028,52,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3335583,33.33962177,7480002052,52,Cabrillo Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309204,33.35515478,,52,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308892,33.35465469,,52,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307442,33.35361588,,53,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3236907,33.34038462,7480050078,53,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242768,33.34146461,7480009033,53,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3310267,33.35531332,,53,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3311383,33.35474779,,53,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306564,33.35356796,,54,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3229139,33.33935114,7480050030,54,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3336723,33.33966613,7480002053,54,Cabrillo Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3310377,33.35528034,,54,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3310525,33.3546931,,54,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305858,33.35353436,,55,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3228502,33.33937929,7480050031,55,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309528,33.35519355,,55,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309849,33.35465274,,55,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330853,33.35362656,,56,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3229697,33.33952346,7480050032,56,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3116757,33.33516076,7480045022,56,Pebbly Beach Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3337673,33.33970396,7480002054,56,Cabrillo Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3312546,33.35540056,,56,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309283,33.35461065,,56,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307662,33.35357611,,57,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3230162,33.3395643,7480050033,57,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3314745,33.35552077,,57,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3311612,33.35468436,,57,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306774,33.3535282,,58,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.323057,33.33960009,7480050034,58,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3338677,33.33975778,7480002800,58,Cabrillo Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3313983,33.35559449,,58,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3310734,33.35463559,,58,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306088,33.35349121,,59,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3230979,33.33963586,7480050035,59,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.331304,33.35568178,,59,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309897,33.35459105,,59,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330876,33.3535927,,60,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3231441,33.33967654,7480050036,60,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315109,33.35555193,,60,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3311973,33.35464793,,60,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307912,33.35354055,,61,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3232026,33.33955811,7480050037,61,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3314548,33.35561461,,61,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3311135,33.35458902,,61,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306944,33.35349266,,62,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3232472,33.33952171,7480050038,62,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3313494,33.35571038,,62,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3310348,33.35454699,,62,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306349,33.3534565,,63,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3232972,33.33948638,7480050039,63,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315443,33.35558479,,63,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330479,33.35479354,,63,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330898,33.35355209,,64,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3234641,33.33956172,7480050040,64,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3314871,33.35564663,,64,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305255,33.3548289,,64,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308152,33.35349993,,65,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3234271,33.33960865,7480050041,65,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3313848,33.35574154,,65,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305931,33.35487349,,65,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307164,33.35345289,,66,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3233948,33.33965009,7480050042,66,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315856,33.35560664,,66,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306194,33.35490552,,66,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306569,33.3534218,,67,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3233626,33.33969136,7480050043,67,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315114,33.35568373,,67,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.33067,33.35496706,,67,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308958,33.35349802,,68,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3233304,33.33973282,7480050044,68,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3314232,33.35576762,,68,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305018,33.35470476,,68,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330814,33.35344924,,69,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3232933,33.33977961,7480050045,69,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.331616,33.35564205,,69,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305646,33.35480006,,69,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307283,33.35340808,,70,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3234685,33.33989023,7480050046,70,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3234685,33.33989023,7480050046,70,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315418,33.35572083,,70,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306272,33.35484129,,70,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309238,33.3534633,,71,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235073,33.33984934,7480050047,71,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3314816,33.35577169,,71,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306535,33.35486656,,71,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308431,33.35341452,,72,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235491,33.33980535,7480050048,72,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235491,33.33980535,7480050048,72,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3316644,33.3556774,,72,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306697,33.35488764,,72,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307533,33.35337422,,73,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237603,33.33986706,7480050049,73,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.331544,33.35578503,,73,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307222,33.35494664,,73,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309579,33.35343448,,74,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237894,33.33982087,7480050050,74,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237894,33.33982087,7480050050,74,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3317059,33.35572966,,74,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330556,33.35466068,,74,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308762,33.35338064,,75,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3238212,33.33977137,7480050051,75,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3315966,33.35583558,,75,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305705,33.35474767,,75,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307814,33.35333865,,76,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3239932,33.33984864,7480050052,76,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3239932,33.33984864,7480050052,76,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256835,33.3352741,7480003009,76,Wrigley Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3319985,33.35536724,,76,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306522,33.35479306,,76,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309991,33.35340987,,77,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3239594,33.33989721,7480050053,77,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3318849,33.35541994,,77,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307237,33.35480385,,77,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308912,33.35335863,,78,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.323928,33.33994226,7480050054,78,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.323928,33.33994226,7480050054,78,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3317693,33.35546588,,78,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307681,33.35483921,,78,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307993,33.35329129,,79,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.324157,33.33992785,7480050055,79,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.324157,33.33992785,7480050055,79,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3320248,33.35541026,,79,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307855,33.35489831,,79,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309818,33.35334993,,80,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242221,33.33993809,7480050056,80,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3319082,33.35545705,,80,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307205,33.35449125,,80,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308577,33.35328691,,81,Camino De Flores,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242886,33.33994527,7480050057,81,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242886,33.33994527,7480050057,81,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3318007,33.35550128,,81,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307141,33.354411,,81,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242992,33.34015343,7480050058,82,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3320451,33.355444,,82,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306926,33.35432995,,82,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3243483,33.34011472,7480050059,83,Upper Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3319295,33.35549417,,83,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3306783,33.35425987,,83,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3243914,33.34008102,7480050060,84,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.331825,33.3555443,,84,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307697,33.35447337,,84,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244343,33.34004729,7480050061,85,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244343,33.34004729,7480050061,85,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3320613,33.35548282,,85,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307584,33.35440497,,85,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244774,33.34001357,7480050062,86,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3319548,33.35552789,,86,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330748,33.35432389,,86,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245276,33.33997776,7480050063,87,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245276,33.33997776,7480050063,87,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3318442,33.35557129,,87,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307356,33.35425126,,87,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3247166,33.34004985,7480050064,88,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3320767,33.35553516,,88,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.330821,33.35446816,,88,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3246763,33.34009487,7480050065,89,Canyon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3246763,33.34009487,7480050065,89,Avalon Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3319762,33.35558191,,89,Gaviota,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308077,33.35439892,,89,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3246407,33.34013437,7480050066,90,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307943,33.35431277,,90,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3246054,33.34017391,7480050067,91,Upper Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307809,33.35424776,,91,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245696,33.34021327,7480050068,92,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308772,33.35442069,,92,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245343,33.34025296,7480050069,93,Upper Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308679,33.3543413,,93,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244987,33.34029214,7480050070,94,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3308505,33.35427122,,94,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244621,33.34033827,7480050071,95,Upper Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309527,33.35442048,,95,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309313,33.35433267,,96,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3309179,33.35426343,,97,Playa Azul,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3280551,33.34636906,7480022055,100,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307799,33.33924073,7480002900,100,Falls Canyon Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.329745,33.34601989,7480023022,101,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3233797,33.34296393,7480005005,101,Pebbly Beach Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3307649,33.34035997,7480002080,101,Country Club Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3295804,33.34632384,7480022062,102,Chimes Tower Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3295937,33.34584043,7480023011,103,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276132,33.34597097,7480020001,103,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3247619,33.34141015,7480008050,104,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3295249,33.34575839,7480023010,105,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276452,33.34610805,7480020037,105,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3277365,33.34606564,7480020037,106,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3246266,33.34155708,7480010015,106,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3294488,33.34566865,7480023009,107,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3277281,33.34590731,7480020002,107,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.323259,33.34309825,7480005032,107,Pebbly Beach Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3297034,33.34181917,,107,Tremont Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3291718,33.34575702,7480022066,108,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
